Neighborhood,Year,Seller Investor Type,Sale Count,Total Price Volume
Back Bay,2001,Institutional,2,"1,274,000"
Back Bay,2002,Institutional,1,"165,000"
Back Bay,2003,Institutional,4,"3,914,500"
Back Bay,2004,Institutional,7,"5,265,000"
Back Bay,2005,Institutional,4,"3,094,501"
Back Bay,2006,Institutional,3,"1,827,000"
Back Bay,2007,Institutional,13,"521,029,072"
Back Bay,2008,Institutional,10,"4,580,116"
Back Bay,2009,Institutional,7,"2,770,951"
Back Bay,2010,Institutional,10,"104,497,011"
Back Bay,2011,Institutional,11,"7,817,719"
Back Bay,2012,Institutional,3,"40,442,146"
Back Bay,2013,Institutional,7,"32,996,326"
Back Bay,2014,Institutional,1,"1,090,000"
Back Bay,2015,Institutional,1,"641,611"
Back Bay,2016,Institutional,4,"2,687,200"
Back Bay,2017,Institutional,3,"2,710,000"
Back Bay,2018,Institutional,9,"92,391,631"
Back Bay,2020,Institutional,5,"98,500,000"
Beacon Hill,2000,Small,56,"68,111,135"
Beacon Hill,2001,Small,24,"22,956,500"
Beacon Hill,2002,Small,25,"17,594,900"
Beacon Hill,2003,Small,57,"49,228,755"
Beacon Hill,2004,Small,81,"74,357,594"
Beacon Hill,2005,Small,60,"58,445,720"
Beacon Hill,2006,Small,57,"53,249,687"
Beacon Hill,2007,Small,57,"71,761,999"
Beacon Hill,2008,Small,57,"67,373,850"
Beacon Hill,2009,Small,57,"72,477,144"
Beacon Hill,2010,Small,35,"49,414,684"
Beacon Hill,2011,Small,49,"80,887,336"
Beacon Hill,2012,Small,48,"59,289,640"
Beacon Hill,2013,Small,40,"75,042,400"
Beacon Hill,2014,Small,43,"97,233,024"
Beacon Hill,2015,Small,57,"72,937,081"
Beacon Hill,2016,Small,51,"87,792,003"
Beacon Hill,2017,Small,36,"61,662,501"
Beacon Hill,2018,Small,39,"58,550,599"
Beacon Hill,2019,Small,55,"75,684,455"
Beacon Hill,2020,Small,26,"42,501,013"
Beacon Hill,2021,Small,49,"86,934,394"
Beacon Hill,2022,Small,48,"100,307,402"
Beacon Hill,2000,Medium,21,"39,430,750"
Beacon Hill,2001,Medium,8,"14,653,000"
Beacon Hill,2002,Medium,14,"13,013,500"
Beacon Hill,2003,Medium,18,"42,190,760"
Beacon Hill,2004,Medium,18,"27,237,500"
Beacon Hill,2005,Medium,14,"18,178,300"
Beacon Hill,2006,Medium,9,"11,670,985"
Beacon Hill,2007,Medium,9,"22,326,000"
Beacon Hill,2008,Medium,28,"39,322,500"
Beacon Hill,2009,Medium,16,"32,224,750"
Beacon Hill,2010,Medium,21,"41,199,800"
Beacon Hill,2011,Medium,8,"14,724,000"
Beacon Hill,2012,Medium,23,"43,146,670"
Beacon Hill,2013,Medium,24,"65,379,520"
Beacon Hill,2014,Medium,15,"50,234,000"
Beacon Hill,2015,Medium,17,"31,547,460"
Beacon Hill,2016,Medium,10,"22,920,000"
Beacon Hill,2017,Medium,21,"86,186,273"
Beacon Hill,2018,Medium,19,"92,413,500"
Beacon Hill,2019,Medium,26,"102,134,500"
Beacon Hill,2020,Medium,20,"81,093,101"
Beacon Hill,2021,Medium,19,"68,320,000"
Beacon Hill,2022,Medium,33,"142,295,000"
Beacon Hill,2000,Large,2,"3,820,000"
Beacon Hill,2001,Large,4,"5,255,500"
Beacon Hill,2002,Large,5,"5,039,000"
Beacon Hill,2003,Large,1,"15,000"
Beacon Hill,2004,Large,2,"607,000"
Beacon Hill,2005,Large,9,"10,777,000"
Beacon Hill,2006,Large,13,"36,866,911"
Beacon Hill,2007,Large,4,"3,638,000"
Beacon Hill,2008,Large,5,"4,953,500"
Beacon Hill,2009,Large,2,"9,699,673"
Beacon Hill,2010,Large,4,"11,399,000"
Beacon Hill,2011,Large,5,"30,950,000"
Beacon Hill,2012,Large,8,"21,443,888"
Beacon Hill,2013,Large,8,"20,180,375"
Beacon Hill,2014,Large,10,"48,693,500"
Beacon Hill,2015,Large,11,"34,060,500"
Beacon Hill,2016,Large,5,"9,394,532"
Beacon Hill,2017,Large,9,"44,626,203"
Beacon Hill,2018,Large,10,"16,401,000"
Beacon Hill,2019,Large,10,"44,850,000"
Beacon Hill,2020,Large,5,"31,250,000"
Beacon Hill,2021,Large,32,"172,144,000"
Beacon Hill,2022,Large,14,"87,875,000"
Beacon Hill,2000,Institutional,1,"188,350,000"
Beacon Hill,2002,Institutional,2,"699,000"
Beacon Hill,2003,Institutional,5,"3,185,500"
Beacon Hill,2004,Institutional,4,"4,145,001"
Beacon Hill,2005,Institutional,3,"1,474,250"
Beacon Hill,2006,Institutional,4,"54,573,161"
Beacon Hill,2007,Institutional,3,"924,000"
Beacon Hill,2008,Institutional,2,"1,739,453"
Beacon Hill,2009,Institutional,6,"2,870,451"
Beacon Hill,2010,Institutional,3,"1,028,500"
Beacon Hill,2011,Institutional,3,"6,625,000"
Beacon Hill,2012,Institutional,3,"889,249"
Beacon Hill,2013,Institutional,3,"1,366,604"
Beacon Hill,2014,Institutional,1,"590,000"
Beacon Hill,2015,Institutional,4,4
Beacon Hill,2016,Institutional,1,"419,000"
Beacon Hill,2018,Institutional,5,"20,214,900"
Beacon Hill,2019,Institutional,2,"6,902,500"
Beacon Hill,2022,Institutional,2,"1,300,000"
Brighton,2000,Small,39,"10,788,458"
Brighton,2001,Small,39,"15,273,890"
Brighton,2002,Small,42,"23,404,685"
Brighton,2003,Small,85,"37,770,744"
Brighton,2004,Small,126,"59,710,299"
Brighton,2005,Small,114,"49,554,416"
Brighton,2006,Small,99,"47,930,847"
Brighton,2007,Small,55,"20,862,622"
Brighton,2008,Small,40,"17,528,900"
Brighton,2009,Small,32,"9,368,604"
Brighton,2010,Small,47,"18,273,720"
